weather,hour,date
sky is clear,22,2012-11-10
sky is clear,23,2012-11-10
sky is clear,00,2012-11-11
sky is clear,01,2012-11-11
sky is clear,02,2012-11-11
sky is clear,03,2012-11-11
sky is clear,04,2012-11-11
sky is clear,05,2012-11-11
sky is clear,06,2012-11-11
sky is clear,07,2012-11-11
sky is clear,08,2012-11-11
sky is clear,09,2012-11-11
sky is clear,10,2012-11-11
sky is clear,11,2012-11-11
sky is clear,12,2012-11-11
sky is clear,13,2012-11-11
sky is clear,14,2012-11-11
sky is clear,15,2012-11-11
sky is clear,16,2012-11-11
sky is clear,17,2012-11-11
sky is clear,18,2012-11-11
sky is clear,19,2012-11-11
sky is clear,20,2012-11-11
sky is clear,21,2012-11-11
sky is clear,22,2012-11-11
overcast clouds,23,2012-11-11
overcast clouds,00,2012-11-12
light rain,01,2012-11-12
sky is clear,02,2012-11-12
sky is clear,03,2012-11-12
sky is clear,04,2012-11-12
sky is clear,05,2012-11-12
sky is clear,06,2012-11-12
sky is clear,07,2012-11-12
sky is clear,08,2012-11-12
sky is clear,09,2012-11-12
sky is clear,10,2012-11-12
sky is clear,11,2012-11-12
sky is clear,12,2012-11-12
sky is clear,13,2012-11-12
sky is clear,14,2012-11-12
sky is clear,15,2012-11-12
sky is clear,16,2012-11-12
sky is clear,17,2012-11-12
sky is clear,18,2012-11-12
sky is clear,19,2012-11-12
sky is clear,20,2012-11-12
sky is clear,21,2012-11-12
sky is clear,22,2012-11-12
sky is clear,23,2012-11-12
sky is clear,00,2012-11-13
sky is clear,01,2012-11-13
sky is clear,02,2012-11-13
sky is clear,03,2012-11-13
sky is clear,04,2012-11-13
sky is clear,05,2012-11-13
sky is clear,06,2012-11-13
sky is clear,07,2012-11-13
sky is clear,08,2012-11-13
sky is clear,09,2012-11-13
sky is clear,10,2012-11-13
sky is clear,11,2012-11-13
sky is clear,12,2012-11-13
sky is clear,13,2012-11-13
sky is clear,14,2012-11-13
sky is clear,15,2012-11-13
sky is clear,16,2012-11-13
sky is clear,17,2012-11-13
sky is clear,18,2012-11-13
sky is clear,19,2012-11-13
sky is clear,20,2012-11-13
sky is clear,21,2012-11-13
sky is clear,22,2012-11-13
sky is clear,23,2012-11-13
sky is clear,00,2012-11-14
sky is clear,01,2012-11-14
sky is clear,02,2012-11-14
sky is clear,03,2012-11-14
sky is clear,04,2012-11-14
sky is clear,05,2012-11-14
sky is clear,06,2012-11-14
sky is clear,07,2012-11-14
sky is clear,08,2012-11-14
sky is clear,09,2012-11-14
sky is clear,10,2012-11-14
sky is clear,11,2012-11-14
sky is clear,12,2012-11-14
sky is clear,13,2012-11-14
sky is clear,14,2012-11-14
sky is clear,15,2012-11-14
sky is clear,16,2012-11-14
sky is clear,17,2012-11-14
sky is clear,18,2012-11-14
sky is clear,19,2012-11-14
sky is clear,20,2012-11-14
sky is clear,21,2012-11-14
sky is clear,22,2012-11-14
sky is clear,23,2012-11-14
sky is clear,00,2012-11-15
sky is clear,01,2012-11-15
sky is clear,02,2012-11-15
sky is clear,03,2012-11-15
sky is clear,04,2012-11-15
sky is clear,05,2012-11-15
sky is clear,06,2012-11-15
sky is clear,07,2012-11-15
sky is clear,08,2012-11-15
sky is clear,09,2012-11-15
sky is clear,10,2012-11-15
sky is clear,11,2012-11-15
sky is clear,12,2012-11-15
sky is clear,13,2012-11-15
sky is clear,14,2012-11-15
sky is clear,15,2012-11-15
sky is clear,16,2012-11-15
overcast clouds,17,2012-11-15
overcast clouds,18,2012-11-15
sky is clear,19,2012-11-15
sky is clear,20,2012-11-15
sky is clear,21,2012-11-15
sky is clear,22,2012-11-15
sky is clear,23,2012-11-15
sky is clear,00,2012-11-16
haze,01,2012-11-16
haze,02,2012-11-16
haze,03,2012-11-16
scattered clouds,04,2012-11-16
overcast clouds,05,2012-11-16
overcast clouds,06,2012-11-16
overcast clouds,07,2012-11-16
overcast clouds,08,2012-11-16
overcast clouds,09,2012-11-16
overcast clouds,10,2012-11-16
overcast clouds,11,2012-11-16
overcast clouds,12,2012-11-16
overcast clouds,13,2012-11-16
overcast clouds,14,2012-11-16
overcast clouds,15,2012-11-16
overcast clouds,16,2012-11-16
overcast clouds,17,2012-11-16
overcast clouds,18,2012-11-16
overcast clouds,19,2012-11-16
overcast clouds,20,2012-11-16
overcast clouds,21,2012-11-16
overcast clouds,22,2012-11-16
overcast clouds,23,2012-11-16
overcast clouds,00,2012-11-17
overcast clouds,01,2012-11-17
overcast clouds,02,2012-11-17
overcast clouds,03,2012-11-17
overcast clouds,04,2012-11-17
overcast clouds,05,2012-11-17
overcast clouds,06,2012-11-17
broken clouds,07,2012-11-17
broken clouds,08,2012-11-17
broken clouds,09,2012-11-17
broken clouds,10,2012-11-17
light rain,11,2012-11-17
mist,12,2012-11-17
mist,13,2012-11-17
mist,14,2012-11-17
mist,15,2012-11-17
mist,16,2012-11-17
overcast clouds,17,2012-11-17
overcast clouds,18,2012-11-17
overcast clouds,19,2012-11-17
overcast clouds,20,2012-11-17
broken clouds,21,2012-11-17
few clouds,22,2012-11-17
broken clouds,23,2012-11-17
broken clouds,00,2012-11-18
overcast clouds,01,2012-11-18
overcast clouds,02,2012-11-18
overcast clouds,03,2012-11-18
overcast clouds,04,2012-11-18
overcast clouds,05,2012-11-18
overcast clouds,06,2012-11-18
light rain,07,2012-11-18
light rain,08,2012-11-18
light rain,09,2012-11-18
haze,10,2012-11-18
haze,11,2012-11-18
haze,12,2012-11-18
haze,13,2012-11-18
mist,14,2012-11-18
light rain,15,2012-11-18
haze,16,2012-11-18
haze,17,2012-11-18
light rain,18,2012-11-18
overcast clouds,19,2012-11-18
mist,20,2012-11-18
mist,21,2012-11-18
mist,22,2012-11-18
mist,23,2012-11-18
mist,00,2012-11-19
light rain,01,2012-11-19
mist,02,2012-11-19
moderate rain,03,2012-11-19
mist,04,2012-11-19
light rain,05,2012-11-19
mist,06,2012-11-19
mist,07,2012-11-19
mist,08,2012-11-19
mist,09,2012-11-19
mist,10,2012-11-19
mist,11,2012-11-19
mist,12,2012-11-19
mist,13,2012-11-19
mist,14,2012-11-19
light rain,15,2012-11-19
haze,16,2012-11-19
haze,17,2012-11-19
broken clouds,18,2012-11-19
broken clouds,19,2012-11-19
sky is clear,20,2012-11-19
sky is clear,21,2012-11-19
sky is clear,22,2012-11-19
sky is clear,23,2012-11-19
sky is clear,00,2012-11-20
sky is clear,01,2012-11-20
sky is clear,02,2012-11-20
sky is clear,03,2012-11-20
sky is clear,04,2012-11-20
sky is clear,05,2012-11-20
sky is clear,06,2012-11-20
sky is clear,07,2012-11-20
sky is clear,08,2012-11-20
sky is clear,09,2012-11-20
sky is clear,10,2012-11-20
sky is clear,11,2012-11-20
sky is clear,12,2012-11-20
sky is clear,13,2012-11-20
mist,14,2012-11-20
mist,15,2012-11-20
sky is clear,16,2012-11-20
sky is clear,17,2012-11-20
sky is clear,18,2012-11-20
sky is clear,19,2012-11-20
sky is clear,20,2012-11-20
sky is clear,21,2012-11-20
sky is clear,22,2012-11-20
sky is clear,23,2012-11-20
sky is clear,00,2012-11-21
sky is clear,01,2012-11-21
sky is clear,02,2012-11-21
sky is clear,03,2012-11-21
sky is clear,04,2012-11-21
sky is clear,05,2012-11-21
sky is clear,06,2012-11-21
sky is clear,07,2012-11-21
sky is clear,08,2012-11-21
sky is clear,09,2012-11-21
sky is clear,10,2012-11-21
sky is clear,11,2012-11-21
sky is clear,12,2012-11-21
sky is clear,13,2012-11-21
sky is clear,14,2012-11-21
mist,15,2012-11-21
haze,16,2012-11-21
haze,17,2012-11-21
haze,18,2012-11-21
haze,19,2012-11-21
sky is clear,20,2012-11-21
sky is clear,21,2012-11-21
sky is clear,22,2012-11-21
sky is clear,23,2012-11-21
sky is clear,00,2012-11-22
sky is clear,01,2012-11-22
sky is clear,02,2012-11-22
sky is clear,03,2012-11-22
sky is clear,04,2012-11-22
sky is clear,05,2012-11-22
sky is clear,06,2012-11-22
sky is clear,07,2012-11-22
mist,08,2012-11-22
mist,09,2012-11-22
mist,10,2012-11-22
fog,11,2012-11-22
fog,12,2012-11-22
fog,13,2012-11-22
haze,14,2012-11-22
haze,15,2012-11-22
haze,16,2012-11-22
fog,17,2012-11-22
mist,18,2012-11-22
mist,19,2012-11-22
mist,20,2012-11-22
haze,21,2012-11-22
haze,22,2012-11-22
haze,23,2012-11-22
sky is clear,00,2012-11-23
haze,01,2012-11-23
sky is clear,02,2012-11-23
haze,03,2012-11-23
haze,04,2012-11-23
haze,05,2012-11-23
haze,06,2012-11-23
haze,07,2012-11-23
haze,08,2012-11-23
haze,09,2012-11-23
haze,10,2012-11-23
fog,11,2012-11-23
haze,12,2012-11-23
haze,13,2012-11-23
fog,14,2012-11-23
haze,15,2012-11-23
haze,16,2012-11-23
mist,17,2012-11-23
haze,18,2012-11-23
haze,19,2012-11-23
haze,20,2012-11-23
haze,21,2012-11-23
sky is clear,22,2012-11-23
few clouds,23,2012-11-23
haze,00,2012-11-24
mist,01,2012-11-24
mist,02,2012-11-24
haze,03,2012-11-24
haze,04,2012-11-24
haze,05,2012-11-24
haze,06,2012-11-24
haze,07,2012-11-24
haze,08,2012-11-24
fog,09,2012-11-24
fog,10,2012-11-24
fog,11,2012-11-24
fog,12,2012-11-24
fog,13,2012-11-24
fog,14,2012-11-24
fog,15,2012-11-24
haze,16,2012-11-24
mist,17,2012-11-24
mist,18,2012-11-24
sky is clear,19,2012-11-24
sky is clear,20,2012-11-24
sky is clear,21,2012-11-24
haze,22,2012-11-24
haze,23,2012-11-24
haze,00,2012-11-25
haze,01,2012-11-25
haze,02,2012-11-25
few clouds,03,2012-11-25
scattered clouds,04,2012-11-25
broken clouds,05,2012-11-25
broken clouds,06,2012-11-25
mist,07,2012-11-25
fog,08,2012-11-25
mist,09,2012-11-25
mist,10,2012-11-25
mist,11,2012-11-25
fog,12,2012-11-25
fog,13,2012-11-25
fog,14,2012-11-25
fog,15,2012-11-25
fog,16,2012-11-25
mist,17,2012-11-25
sky is clear,18,2012-11-25
sky is clear,19,2012-11-25
sky is clear,20,2012-11-25
sky is clear,21,2012-11-25
sky is clear,22,2012-11-25
sky is clear,23,2012-11-25
sky is clear,00,2012-11-26
light rain,01,2012-11-26
sky is clear,02,2012-11-26
sky is clear,03,2012-11-26
sky is clear,04,2012-11-26
sky is clear,05,2012-11-26
sky is clear,06,2012-11-26
sky is clear,07,2012-11-26
mist,08,2012-11-26
fog,09,2012-11-26
fog,10,2012-11-26
mist,11,2012-11-26
mist,12,2012-11-26
mist,13,2012-11-26
mist,14,2012-11-26
mist,15,2012-11-26
mist,16,2012-11-26
fog,17,2012-11-26
sky is clear,18,2012-11-26
sky is clear,19,2012-11-26
sky is clear,20,2012-11-26
haze,21,2012-11-26
haze,22,2012-11-26
haze,23,2012-11-26
haze,00,2012-11-27
haze,01,2012-11-27
haze,02,2012-11-27
haze,03,2012-11-27
mist,04,2012-11-27
mist,05,2012-11-27
mist,06,2012-11-27
haze,07,2012-11-27
mist,08,2012-11-27
mist,09,2012-11-27
mist,10,2012-11-27
mist,11,2012-11-27
mist,12,2012-11-27
mist,13,2012-11-27
mist,14,2012-11-27
mist,15,2012-11-27
mist,16,2012-11-27
sky is clear,17,2012-11-27
haze,18,2012-11-27
haze,19,2012-11-27
haze,20,2012-11-27
sky is clear,21,2012-11-27
haze,22,2012-11-27
haze,23,2012-11-27
haze,00,2012-11-28
haze,01,2012-11-28
haze,02,2012-11-28
haze,03,2012-11-28
haze,04,2012-11-28
haze,05,2012-11-28
mist,06,2012-11-28
mist,07,2012-11-28
mist,08,2012-11-28
mist,09,2012-11-28
haze,10,2012-11-28
haze,11,2012-11-28
haze,12,2012-11-28
mist,13,2012-11-28
haze,14,2012-11-28
haze,15,2012-11-28
haze,16,2012-11-28
mist,17,2012-11-28
haze,18,2012-11-28
haze,19,2012-11-28
haze,20,2012-11-28
haze,21,2012-11-28
haze,22,2012-11-28
sky is clear,23,2012-11-28
sky is clear,00,2012-11-29
haze,01,2012-11-29
haze,02,2012-11-29
sky is clear,03,2012-11-29
sky is clear,04,2012-11-29
broken clouds,05,2012-11-29
mist,06,2012-11-29
mist,07,2012-11-29
mist,08,2012-11-29
mist,09,2012-11-29
mist,10,2012-11-29
haze,11,2012-11-29
haze,12,2012-11-29
mist,13,2012-11-29
haze,14,2012-11-29
mist,15,2012-11-29
mist,16,2012-11-29
sky is clear,17,2012-11-29
mist,18,2012-11-29
haze,19,2012-11-29
haze,20,2012-11-29
haze,21,2012-11-29
few clouds,22,2012-11-29
overcast clouds,23,2012-11-29
haze,00,2012-11-30
overcast clouds,01,2012-11-30
light rain,02,2012-11-30
few clouds,03,2012-11-30
few clouds,04,2012-11-30
few clouds,05,2012-11-30
few clouds,06,2012-11-30
light rain,07,2012-11-30
light rain,08,2012-11-30
light rain,09,2012-11-30
light rain,10,2012-11-30
light rain,11,2012-11-30
light rain,12,2012-11-30
light rain,13,2012-11-30
light rain,14,2012-11-30
light rain,15,2012-11-30
light rain,16,2012-11-30
light rain,17,2012-11-30
overcast clouds,18,2012-11-30
haze,19,2012-11-30
mist,20,2012-11-30
haze,21,2012-11-30
light rain,22,2012-11-30
fog,23,2012-11-30
light rain,00,2012-12-01
light rain,01,2012-12-01
light rain,02,2012-12-01
light rain,03,2012-12-01
haze,04,2012-12-01
haze,05,2012-12-01
haze,06,2012-12-01
haze,07,2012-12-01
haze,08,2012-12-01
haze,09,2012-12-01
light intensity drizzle,10,2012-12-01
mist,11,2012-12-01
mist,12,2012-12-01
mist,13,2012-12-01
light intensity drizzle,14,2012-12-01
fog,15,2012-12-01
light intensity drizzle,16,2012-12-01
fog,17,2012-12-01
light intensity drizzle,18,2012-12-01
moderate rain,19,2012-12-01
light rain,20,2012-12-01
light intensity drizzle,21,2012-12-01
moderate rain,22,2012-12-01
mist,23,2012-12-01
moderate rain,00,2012-12-02
mist,01,2012-12-02
mist,02,2012-12-02
mist,03,2012-12-02
mist,04,2012-12-02
overcast clouds,05,2012-12-02
mist,06,2012-12-02
overcast clouds,07,2012-12-02
overcast clouds,08,2012-12-02
overcast clouds,09,2012-12-02
mist,10,2012-12-02
broken clouds,11,2012-12-02
mist,12,2012-12-02
mist,13,2012-12-02
mist,14,2012-12-02
broken clouds,15,2012-12-02
broken clouds,16,2012-12-02
broken clouds,17,2012-12-02
broken clouds,18,2012-12-02
overcast clouds,19,2012-12-02
mist,20,2012-12-02
mist,21,2012-12-02
overcast clouds,22,2012-12-02
overcast clouds,23,2012-12-02
light rain,00,2012-12-03
light rain,01,2012-12-03
mist,02,2012-12-03
mist,03,2012-12-03
mist,04,2012-12-03
light rain,05,2012-12-03
mist,06,2012-12-03
mist,07,2012-12-03
light rain,08,2012-12-03
light rain,09,2012-12-03
light rain,10,2012-12-03
light rain,11,2012-12-03
mist,12,2012-12-03
light rain,13,2012-12-03
light rain,14,2012-12-03
light rain,15,2012-12-03
mist,16,2012-12-03
light rain,17,2012-12-03
light rain,18,2012-12-03
light rain,19,2012-12-03
light intensity drizzle,20,2012-12-03
moderate rain,21,2012-12-03
moderate rain,22,2012-12-03
moderate rain,23,2012-12-03
mist,00,2012-12-04
broken clouds,01,2012-12-04
mist,02,2012-12-04
mist,03,2012-12-04
light rain,04,2012-12-04
mist,05,2012-12-04
mist,06,2012-12-04
mist,07,2012-12-04
mist,08,2012-12-04
mist,09,2012-12-04
light rain,10,2012-12-04
fog,11,2012-12-04
overcast clouds,12,2012-12-04
light intensity drizzle,13,2012-12-04
mist,14,2012-12-04
light intensity drizzle,15,2012-12-04
light rain,16,2012-12-04
light intensity drizzle,17,2012-12-04
mist,18,2012-12-04
mist,19,2012-12-04
broken clouds,20,2012-12-04
scattered clouds,21,2012-12-04
sky is clear,22,2012-12-04
scattered clouds,23,2012-12-04
sky is clear,00,2012-12-05
few clouds,01,2012-12-05
sky is clear,02,2012-12-05
sky is clear,03,2012-12-05
sky is clear,04,2012-12-05
sky is clear,05,2012-12-05
sky is clear,06,2012-12-05
haze,07,2012-12-05
haze,08,2012-12-05
haze,09,2012-12-05
haze,10,2012-12-05
haze,11,2012-12-05
haze,12,2012-12-05
haze,13,2012-12-05
haze,14,2012-12-05
haze,15,2012-12-05
mist,16,2012-12-05
mist,17,2012-12-05
mist,18,2012-12-05
mist,19,2012-12-05
mist,20,2012-12-05
mist,21,2012-12-05
mist,22,2012-12-05
mist,23,2012-12-05
haze,00,2012-12-06
haze,01,2012-12-06
haze,02,2012-12-06
mist,03,2012-12-06
mist,04,2012-12-06
mist,05,2012-12-06
mist,06,2012-12-06
fog,07,2012-12-06
fog,08,2012-12-06
fog,09,2012-12-06
fog,10,2012-12-06
fog,11,2012-12-06
mist,12,2012-12-06
fog,13,2012-12-06
mist,14,2012-12-06
fog,15,2012-12-06
fog,16,2012-12-06
fog,17,2012-12-06
fog,18,2012-12-06
haze,19,2012-12-06
haze,20,2012-12-06
mist,21,2012-12-06
mist,22,2012-12-06
haze,23,2012-12-06
haze,00,2012-12-07
mist,01,2012-12-07
mist,02,2012-12-07
haze,03,2012-12-07
haze,04,2012-12-07
haze,05,2012-12-07
haze,06,2012-12-07
haze,07,2012-12-07
fog,08,2012-12-07
fog,09,2012-12-07
mist,10,2012-12-07
mist,11,2012-12-07
scattered clouds,12,2012-12-07
sky is clear,13,2012-12-07
mist,14,2012-12-07
mist,15,2012-12-07
fog,16,2012-12-07
mist,17,2012-12-07
mist,18,2012-12-07
haze,19,2012-12-07
haze,20,2012-12-07
haze,21,2012-12-07
haze,22,2012-12-07
haze,23,2012-12-07
haze,00,2012-12-08
mist,01,2012-12-08
mist,02,2012-12-08
haze,03,2012-12-08
haze,04,2012-12-08
haze,05,2012-12-08
haze,06,2012-12-08
haze,07,2012-12-08
haze,08,2012-12-08
fog,09,2012-12-08
fog,10,2012-12-08
fog,11,2012-12-08
fog,12,2012-12-08
mist,13,2012-12-08
mist,14,2012-12-08
mist,15,2012-12-08
mist,16,2012-12-08
fog,17,2012-12-08
haze,18,2012-12-08
fog,19,2012-12-08
mist,20,2012-12-08
mist,21,2012-12-08
haze,22,2012-12-08
sky is clear,23,2012-12-08
sky is clear,00,2012-12-09
sky is clear,01,2012-12-09
sky is clear,02,2012-12-09
sky is clear,03,2012-12-09
sky is clear,04,2012-12-09
sky is clear,05,2012-12-09
sky is clear,06,2012-12-09
sky is clear,07,2012-12-09
sky is clear,08,2012-12-09
sky is clear,09,2012-12-09
sky is clear,10,2012-12-09
sky is clear,11,2012-12-09
sky is clear,12,2012-12-09
sky is clear,13,2012-12-09
sky is clear,14,2012-12-09
sky is clear,15,2012-12-09
sky is clear,16,2012-12-09
sky is clear,17,2012-12-09
sky is clear,18,2012-12-09
sky is clear,19,2012-12-09
sky is clear,20,2012-12-09
haze,21,2012-12-09
haze,22,2012-12-09
haze,23,2012-12-09
haze,00,2012-12-10
haze,01,2012-12-10
haze,02,2012-12-10
haze,03,2012-12-10
haze,04,2012-12-10
haze,05,2012-12-10
haze,06,2012-12-10
haze,07,2012-12-10
haze,08,2012-12-10
fog,09,2012-12-10
fog,10,2012-12-10
mist,11,2012-12-10
mist,12,2012-12-10
fog,13,2012-12-10
mist,14,2012-12-10
mist,15,2012-12-10
mist,16,2012-12-10
mist,17,2012-12-10
haze,18,2012-12-10
haze,19,2012-12-10
haze,20,2012-12-10
haze,21,2012-12-10
haze,22,2012-12-10
haze,23,2012-12-10
haze,00,2012-12-11
haze,01,2012-12-11
mist,02,2012-12-11
haze,03,2012-12-11
haze,04,2012-12-11
haze,05,2012-12-11
haze,06,2012-12-11
haze,07,2012-12-11
haze,08,2012-12-11
haze,09,2012-12-11
fog,10,2012-12-11
haze,11,2012-12-11
haze,12,2012-12-11
haze,13,2012-12-11
mist,14,2012-12-11
fog,15,2012-12-11
haze,16,2012-12-11
haze,17,2012-12-11
haze,18,2012-12-11
sky is clear,19,2012-12-11
haze,20,2012-12-11
haze,21,2012-12-11
sky is clear,22,2012-12-11
sky is clear,23,2012-12-11
sky is clear,00,2012-12-12
sky is clear,01,2012-12-12
sky is clear,02,2012-12-12
mist,03,2012-12-12
mist,04,2012-12-12
haze,05,2012-12-12
haze,06,2012-12-12
haze,07,2012-12-12
haze,08,2012-12-12
fog,09,2012-12-12
fog,10,2012-12-12
sky is clear,11,2012-12-12
sky is clear,12,2012-12-12
sky is clear,13,2012-12-12
sky is clear,14,2012-12-12
fog,15,2012-12-12
fog,16,2012-12-12
scattered clouds,17,2012-12-12
scattered clouds,18,2012-12-12
scattered clouds,19,2012-12-12
scattered clouds,20,2012-12-12
scattered clouds,21,2012-12-12
scattered clouds,22,2012-12-12
scattered clouds,23,2012-12-12
scattered clouds,00,2012-12-13
scattered clouds,01,2012-12-13
sky is clear,02,2012-12-13
haze,03,2012-12-13
mist,04,2012-12-13
haze,05,2012-12-13
haze,06,2012-12-13
haze,07,2012-12-13
mist,08,2012-12-13
mist,09,2012-12-13
haze,10,2012-12-13
mist,11,2012-12-13
mist,12,2012-12-13
haze,13,2012-12-13
haze,14,2012-12-13
haze,15,2012-12-13
haze,16,2012-12-13
haze,17,2012-12-13
haze,18,2012-12-13
haze,19,2012-12-13
overcast clouds,20,2012-12-13
overcast clouds,21,2012-12-13
overcast clouds,22,2012-12-13
overcast clouds,23,2012-12-13
broken clouds,00,2012-12-14
overcast clouds,01,2012-12-14
overcast clouds,02,2012-12-14
mist,03,2012-12-14
light rain,04,2012-12-14
light rain,05,2012-12-14
light rain,06,2012-12-14
moderate rain,07,2012-12-14
mist,08,2012-12-14
mist,09,2012-12-14
mist,10,2012-12-14
mist,11,2012-12-14
mist,12,2012-12-14
light rain,13,2012-12-14
overcast clouds,14,2012-12-14
broken clouds,15,2012-12-14
mist,16,2012-12-14
mist,17,2012-12-14
few clouds,18,2012-12-14
scattered clouds,19,2012-12-14
overcast clouds,20,2012-12-14
scattered clouds,21,2012-12-14
sky is clear,22,2012-12-14
sky is clear,23,2012-12-14
sky is clear,00,2012-12-15
sky is clear,01,2012-12-15
sky is clear,02,2012-12-15
sky is clear,03,2012-12-15
sky is clear,04,2012-12-15
sky is clear,05,2012-12-15
sky is clear,06,2012-12-15
sky is clear,07,2012-12-15
sky is clear,08,2012-12-15
sky is clear,09,2012-12-15
sky is clear,10,2012-12-15
sky is clear,11,2012-12-15
sky is clear,12,2012-12-15
sky is clear,13,2012-12-15
sky is clear,14,2012-12-15
sky is clear,15,2012-12-15
few clouds,16,2012-12-15
sky is clear,17,2012-12-15
sky is clear,18,2012-12-15
few clouds,19,2012-12-15
few clouds,20,2012-12-15
scattered clouds,21,2012-12-15
broken clouds,22,2012-12-15
overcast clouds,23,2012-12-15
overcast clouds,00,2012-12-16
light rain,01,2012-12-16
light rain,02,2012-12-16
light rain,03,2012-12-16
overcast clouds,04,2012-12-16
light rain,05,2012-12-16
light rain,06,2012-12-16
light rain,07,2012-12-16
light rain,08,2012-12-16
overcast clouds,09,2012-12-16
overcast clouds,10,2012-12-16
overcast clouds,11,2012-12-16
overcast clouds,12,2012-12-16
light rain,13,2012-12-16
sky is clear,14,2012-12-16
sky is clear,15,2012-12-16
sky is clear,16,2012-12-16
sky is clear,17,2012-12-16
